Origin,Destination,Origin State,Destination State,Flow,Error,Origin Lat,Origin Lon,Dest Lat,Dest Lon
Delaware County,Kern County,Oklahoma,California,13.0,20.0,36.393369,94.808206,35.346629,118.729506
Delaware County,Los Angeles County,Ohio,California,1.0,4.0,40.278941,83.007462,34.196398,118.261862
Delaware County,Los Angeles County,Pennsylvania,California,53.0,38.0,39.916670,75.398786,34.196398,118.261862
Delaware County,Orange County,Ohio,California,16.0,26.0,40.278941,83.007462,33.675687,117.777207
Delaware County,San Bernardino County,Oklahoma,California,13.0,20.0,36.393369,94.808206,34.857220,116.181197
Delaware County,San Diego County,Pennsylvania,California,6.0,9.0,39.916670,75.398786,33.023604,116.776117
Delaware County,San Mateo County,Indiana,California,9.0,14.0,40.227165,85.398856,37.414664,122.371542
Delaware County,San Mateo County,Pennsylvania,California,18.0,21.0,39.916670,75.398786,37.414664,122.371542
Delaware County,Santa Clara County,Ohio,California,16.0,26.0,40.278941,83.007462,37.220777,121.690622
Delaware County,Santa Clara County,Pennsylvania,California,5.0,9.0,39.916670,75.398786,37.220777,121.690622
Delaware County,Shasta County,Oklahoma,California,8.0,12.0,36.393369,94.808206,40.760522,122.043550
Denton County,Contra Costa County,Texas,California,21.0,34.0,33.205005,97.119046,37.919479,121.951543
Denton County,Los Angeles County,Texas,California,57.0,41.0,33.205005,97.119046,34.196398,118.261862
Denton County,Nevada County,Texas,California,5.0,8.0,33.205005,97.119046,39.295191,120.773446
Denton County,Orange County,Texas,California,14.0,17.0,33.205005,97.119046,33.675687,117.777207
Denton County,Riverside County,Texas,California,22.0,36.0,33.205005,97.119046,33.729828,116.002239
Denton County,San Bernardino County,Texas,California,11.0,18.0,33.205005,97.119046,34.857220,116.181197
Denton County,San Diego County,Texas,California,33.0,25.0,33.205005,97.119046,33.023604,116.776117
Denton County,San Francisco County,Texas,California,19.0,23.0,33.205005,97.119046,37.727239,123.032229
Denton County,San Mateo County,Texas,California,35.0,32.0,33.205005,97.119046,37.414664,122.371542
Denton County,Santa Barbara County,Texas,California,4.0,8.0,33.205005,97.119046,34.537378,120.038485
Denton County,Santa Clara County,Texas,California,20.0,31.0,33.205005,97.119046,37.220777,121.690622
Denver County,Contra Costa County,Colorado,California,31.0,41.0,39.761849,104.880625,37.919479,121.951543
Denver County,Los Angeles County,Colorado,California,145.0,77.0,39.761849,104.880625,34.196398,118.261862
Denver County,Mariposa County,Colorado,California,8.0,13.0,39.761849,104.880625,37.570034,119.912860
Denver County,Orange County,Colorado,California,23.0,27.0,39.761849,104.880625,33.675687,117.777207
Denver County,Placer County,Colorado,California,5.0,7.0,39.761849,104.880625,39.062032,120.722718
Denver County,Riverside County,Colorado,California,14.0,24.0,39.761849,104.880625,33.729828,116.002239
Denver County,Sacramento County,Colorado,California,20.0,21.0,39.761849,104.880625,38.450011,121.340441
Denver County,San Bernardino County,Colorado,California,10.0,15.0,39.761849,104.880625,34.857220,116.181197
Denver County,San Diego County,Colorado,California,13.0,20.0,39.761849,104.880625,33.023604,116.776117
Denver County,San Francisco County,Colorado,California,88.0,69.0,39.761849,104.880625,37.727239,123.032229
Denver County,San Mateo County,Colorado,California,10.0,15.0,39.761849,104.880625,37.414664,122.371542
Denver County,Santa Barbara County,Colorado,California,21.0,34.0,39.761849,104.880625,34.537378,120.038485
Denver County,Santa Clara County,Colorado,California,38.0,36.0,39.761849,104.880625,37.220777,121.690622
Denver County,Sonoma County,Colorado,California,7.0,12.0,39.761849,104.880625,38.532574,122.945194
Denver County,Ventura County,Colorado,California,11.0,16.0,39.761849,104.880625,34.358742,119.133143
Deschutes County,Alameda County,Oregon,California,19.0,29.0,43.915118,121.225575,37.648081,121.913304
Deschutes County,Kern County,Oregon,California,11.0,17.0,43.915118,121.225575,35.346629,118.729506
Deschutes County,Lassen County,Oregon,California,29.0,34.0,43.915118,121.225575,40.721089,120.629931
Deschutes County,Los Angeles County,Oregon,California,9.0,15.0,43.915118,121.225575,34.196398,118.261862
Deschutes County,Monterey County,Oregon,California,14.0,22.0,43.915118,121.225575,36.240107,121.315573
Deschutes County,San Bernardino County,Oregon,California,24.0,43.0,43.915118,121.225575,34.857220,116.181197
Deschutes County,San Diego County,Oregon,California,100.0,116.0,43.915118,121.225575,33.023604,116.776117
Deschutes County,San Francisco County,Oregon,California,38.0,43.0,43.915118,121.225575,37.727239,123.032229
Deschutes County,San Mateo County,Oregon,California,29.0,34.0,43.915118,121.225575,37.414664,122.371542
Deschutes County,Siskiyou County,Oregon,California,23.0,35.0,43.915118,121.225575,41.587986,122.533287
Deschutes County,Stanislaus County,Oregon,California,29.0,47.0,43.915118,121.225575,37.562384,121.002656
Dillon County,Los Angeles County,South Carolina,California,1.0,3.0,34.390172,79.374964,34.196398,118.261862
District of Columbia,Alameda County,District of Columbia,California,7.0,12.0,,,37.648081,121.913304
District of Columbia,Los Angeles County,District of Columbia,California,29.0,28.0,,,34.196398,118.261862
District of Columbia,Nevada County,District of Columbia,California,6.0,11.0,,,39.295191,120.773446
District of Columbia,Orange County,District of Columbia,California,19.0,31.0,,,33.675687,117.777207
District of Columbia,Riverside County,District of Columbia,California,4.0,8.0,,,33.729828,116.002239
District of Columbia,Sacramento County,District of Columbia,California,59.0,95.0,,,38.450011,121.340441
District of Columbia,San Francisco County,District of Columbia,California,72.0,47.0,,,37.727239,123.032229
District of Columbia,San Mateo County,District of Columbia,California,7.0,12.0,,,37.414664,122.371542
Dixon County,San Luis Obispo County,Nebraska,California,2.0,3.0,42.485280,96.855862,35.385227,120.447540
Dodge County,Los Angeles County,Minnesota,California,1.0,3.0,44.020706,92.869353,34.196398,118.261862
Dodge County,San Bernardino County,Minnesota,California,3.0,4.0,44.020706,92.869353,34.857220,116.181197
Dodge County,Santa Clara County,Nebraska,California,11.0,17.0,41.577008,96.645853,37.220777,121.690622
Door County,Alameda County,Wisconsin,California,3.0,4.0,45.067808,87.087936,37.648081,121.913304
Door County,San Francisco County,Wisconsin,California,4.0,5.0,45.067808,87.087936,37.727239,123.032229
Dorchester County,Contra Costa County,South Carolina,California,11.0,20.0,33.082186,80.404697,37.919479,121.951543
Dorchester County,San Diego County,South Carolina,California,51.0,82.0,33.082186,80.404697,33.023604,116.776117
Douglas County,Alameda County,Colorado,California,60.0,37.0,39.326435,104.926199,37.648081,121.913304
Douglas County,Alpine County,Nevada,California,108.0,74.0,38.905129,119.609019,38.617610,119.798999
Douglas County,Contra Costa County,Nevada,California,55.0,55.0,38.905129,119.609019,37.919479,121.951543
Douglas County,Contra Costa County,Oregon,California,20.0,23.0,43.285904,123.154380,37.919479,121.951543
Douglas County,El Dorado County,Nevada,California,1294.0,284.0,38.905129,119.609019,38.785532,120.534398
Douglas County,Fresno County,Nevada,California,2.0,2.0,38.905129,119.609019,36.761006,119.655019
Douglas County,Imperial County,Colorado,California,4.0,8.0,39.326435,104.926199,33.040816,115.355395
Douglas County,Inyo County,Nevada,California,4.0,5.0,38.905129,119.609019,36.561977,117.403927
Douglas County,Lake County,Colorado,California,22.0,36.0,39.326435,104.926199,39.094802,122.746757
Douglas County,Lassen County,Oregon,California,13.0,22.0,43.285904,123.154380,40.721089,120.629931
Douglas County,Los Angeles County,Colorado,California,45.0,37.0,39.326435,104.926199,34.196398,118.261862
Douglas County,Los Angeles County,Nebraska,California,33.0,35.0,41.297091,96.154066,34.196398,118.261862
Douglas County,Los Angeles County,Nevada,California,29.0,23.0,38.905129,119.609019,34.196398,118.261862
Douglas County,Marin County,Oregon,California,3.0,4.0,43.285904,123.154380,38.051817,122.745974
Douglas County,Mariposa County,Nevada,California,3.0,5.0,38.905129,119.609019,37.570034,119.912860
Douglas County,Merced County,Nevada,California,49.0,53.0,38.905129,119.609019,37.194806,120.722802
Douglas County,Mono County,Nevada,California,269.0,108.0,38.905129,119.609019,37.915836,118.875167
Douglas County,Monterey County,Nebraska,California,13.0,22.0,41.297091,96.154066,36.240107,121.315573
Douglas County,Nevada County,Nevada,California,8.0,13.0,38.905129,119.609019,39.295191,120.773446
Douglas County,Orange County,Colorado,California,44.0,38.0,39.326435,104.926199,33.675687,117.777207
Douglas County,Orange County,Nebraska,California,8.0,12.0,41.297091,96.154066,33.675687,117.777207
Douglas County,Placer County,Nevada,California,104.0,74.0,38.905129,119.609019,39.062032,120.722718
Douglas County,Plumas County,Nevada,California,3.0,4.0,38.905129,119.609019,39.995170,120.829516
Douglas County,Plumas County,Oregon,California,23.0,29.0,43.285904,123.154380,39.995170,120.829516
Douglas County,Sacramento County,Colorado,California,20.0,23.0,39.326435,104.926199,38.450011,121.340441
Douglas County,Sacramento County,Nebraska,California,19.0,29.0,41.297091,96.154066,38.450011,121.340441
Douglas County,Sacramento County,Nevada,California,13.0,14.0,38.905129,119.609019,38.450011,121.340441
Douglas County,San Bernardino County,Nevada,California,8.0,13.0,38.905129,119.609019,34.857220,116.181197
Douglas County,San Diego County,Colorado,California,102.0,63.0,39.326435,104.926199,33.023604,116.776117
Douglas County,San Diego County,Nebraska,California,14.0,21.0,41.297091,96.154066,33.023604,116.776117
Douglas County,San Diego County,Nevada,California,4.0,8.0,38.905129,119.609019,33.023604,116.776117
Douglas County,San Francisco County,Colorado,California,27.0,37.0,39.326435,104.926199,37.727239,123.032229
Douglas County,San Francisco County,Nebraska,California,21.0,26.0,41.297091,96.154066,37.727239,123.032229
Douglas County,San Francisco County,Nevada,California,8.0,10.0,38.905129,119.609019,37.727239,123.032229
Douglas County,San Luis Obispo County,Nevada,California,13.0,20.0,38.905129,119.609019,35.385227,120.447540
Douglas County,San Mateo County,Colorado,California,105.0,72.0,39.326435,104.926199,37.414664,122.371542
Douglas County,San Mateo County,Nebraska,California,12.0,18.0,41.297091,96.154066,37.414664,122.371542
Douglas County,San Mateo County,Nevada,California,13.0,20.0,38.905129,119.609019,37.414664,122.371542
Douglas County,Santa Clara County,Colorado,California,82.0,49.0,39.326435,104.926199,37.220777,121.690622
Douglas County,Santa Clara County,Nebraska,California,10.0,15.0,41.297091,96.154066,37.220777,121.690622
Douglas County,Santa Clara County,Nevada,California,24.0,23.0,38.905129,119.609019,37.220777,121.690622
Douglas County,Santa Clara County,Oregon,California,47.0,53.0,43.285904,123.154380,37.220777,121.690622
Douglas County,Siskiyou County,Oregon,California,27.0,46.0,43.285904,123.154380,41.587986,122.533287
Douglas County,Sonoma County,Nevada,California,20.0,31.0,38.905129,119.609019,38.532574,122.945194
Douglas County,Ventura County,Colorado,California,14.0,23.0,39.326435,104.926199,34.358742,119.133143
Douglas County,Ventura County,Nevada,California,7.0,8.0,38.905129,119.609019,34.358742,119.133143
Douglas County,Yolo County,Nevada,California,5.0,8.0,38.905129,119.609019,38.679268,121.903178
Douglas County,Yuba County,Nevada,California,35.0,52.0,38.905129,119.609019,39.270026,121.344280
Doña Ana County,Fresno County,New Mexico,California,31.0,33.0,,,36.761006,119.655019
Doña Ana County,Los Angeles County,New Mexico,California,12.0,20.0,,,34.196398,118.261862
Doña Ana County,Riverside County,New Mexico,California,7.0,12.0,,,33.729828,116.002239
Doña Ana County,San Diego County,New Mexico,California,9.0,15.0,,,33.023604,116.776117
DuPage County,Alameda County,Illinois,California,45.0,48.0,41.852058,88.086038,37.648081,121.913304
DuPage County,Fresno County,Illinois,California,10.0,16.0,41.852058,88.086038,36.761006,119.655019
DuPage County,Los Angeles County,Illinois,California,85.0,72.0,41.852058,88.086038,34.196398,118.261862
DuPage County,Orange County,Illinois,California,54.0,35.0,41.852058,88.086038,33.675687,117.777207
DuPage County,San Diego County,Illinois,California,64.0,69.0,41.852058,88.086038,33.023604,116.776117
DuPage County,San Francisco County,Illinois,California,21.0,19.0,41.852058,88.086038,37.727239,123.032229
DuPage County,San Mateo County,Illinois,California,40.0,48.0,41.852058,88.086038,37.414664,122.371542
DuPage County,Santa Clara County,Illinois,California,12.0,15.0,41.852058,88.086038,37.220777,121.690622
DuPage County,Ventura County,Illinois,California,5.0,11.0,41.852058,88.086038,34.358742,119.133143
Dubuque County,Fresno County,Iowa,California,3.0,4.0,42.463481,90.878771,36.761006,119.655019
Duchesne County,San Diego County,Utah,California,17.0,25.0,40.289649,110.429830,33.023604,116.776117
Dunn County,San Bernardino County,Wisconsin,California,2.0,3.0,44.947741,91.897720,34.857220,116.181197
Durham County,Alameda County,North Carolina,California,12.0,18.0,36.036589,78.877919,37.648081,121.913304
Durham County,Los Angeles County,North Carolina,California,30.0,36.0,36.036589,78.877919,34.196398,118.261862
Durham County,Sacramento County,North Carolina,California,14.0,22.0,36.036589,78.877919,38.450011,121.340441
Durham County,San Diego County,North Carolina,California,20.0,31.0,36.036589,78.877919,33.023604,116.776117
Durham County,San Mateo County,North Carolina,California,22.0,34.0,36.036589,78.877919,37.414664,122.371542
Dutchess County,Los Angeles County,New York,California,5.0,8.0,41.755009,73.739951,34.196398,118.261862
Duval County,Los Angeles County,Florida,California,33.0,34.0,30.335245,81.648113,34.196398,118.261862
Duval County,Orange County,Florida,California,13.0,22.0,30.335245,81.648113,33.675687,117.777207
Duval County,Riverside County,Florida,California,13.0,23.0,30.335245,81.648113,33.729828,116.002239
Duval County,Sacramento County,Florida,California,6.0,10.0,30.335245,81.648113,38.450011,121.340441
Duval County,San Diego County,Florida,California,56.0,85.0,30.335245,81.648113,33.023604,116.776117
Duval County,Santa Clara County,Florida,California,4.0,8.0,30.335245,81.648113,37.220777,121.690622
Eagle County,San Francisco County,Colorado,California,35.0,59.0,39.630638,106.692944,37.727239,123.032229
East Baton Rouge Parish,Contra Costa County,Louisiana,California,13.0,22.0,,,37.919479,121.951543
East Baton Rouge Parish,Orange County,Louisiana,California,14.0,23.0,,,33.675687,117.777207
East Carroll Parish,Los Angeles County,Louisiana,California,4.0,6.0,,,34.196398,118.261862
Edgefield County,Los Angeles County,South Carolina,California,5.0,9.0,33.776498,81.968245,34.196398,118.261862
Effingham County,Riverside County,Georgia,California,9.0,15.0,32.361711,81.343337,33.729828,116.002239
El Dorado County,Alameda County,California,California,203.0,78.0,38.785532,120.534398,37.648081,121.913304
El Dorado County,Alpine County,California,California,140.0,62.0,38.785532,120.534398,38.617610,119.798999
El Dorado County,Amador County,California,California,450.0,172.0,38.785532,120.534398,38.443550,120.653856
El Dorado County,Anne Arundel County,California,Maryland,46.0,56.0,38.785532,120.534398,38.993374,76.560511
El Dorado County,Baltimore city,California,Maryland,7.0,11.0,38.785532,120.534398,,
El Dorado County,Box Elder County,California,Utah,20.0,32.0,38.785532,120.534398,41.476021,113.052922
El Dorado County,Butte County,California,California,11.0,19.0,38.785532,120.534398,39.665959,121.601919
El Dorado County,Calaveras County,California,California,11.0,18.0,38.785532,120.534398,38.187844,120.555115
El Dorado County,Carson City,California,Nevada,119.0,74.0,38.785532,120.534398,,
El Dorado County,Cascade County,California,Montana,11.0,12.0,38.785532,120.534398,47.316443,111.350571
El Dorado County,Clark County,California,Nevada,12.0,19.0,38.785532,120.534398,36.214236,115.013819
El Dorado County,Contra Costa County,California,California,183.0,86.0,38.785532,120.534398,37.919479,121.951543
El Dorado County,Cook County,California,Illinois,58.0,41.0,38.785532,120.534398,41.894294,87.645455
El Dorado County,Douglas County,California,Nebraska,38.0,41.0,38.785532,120.534398,41.297091,96.154066
El Dorado County,Douglas County,California,Nevada,3014.0,453.0,38.785532,120.534398,38.905129,119.609019
El Dorado County,Duval County,California,Florida,10.0,16.0,38.785532,120.534398,30.335245,81.648113
El Dorado County,East Baton Rouge Parish,California,Louisiana,25.0,27.0,38.785532,120.534398,,
El Dorado County,El Dorado County,California,California,43057.0,1341.0,38.785532,120.534398,38.785532,120.534398
El Dorado County,El Paso County,California,Colorado,15.0,24.0,38.785532,120.534398,38.827383,104.527472
El Dorado County,Fresno County,California,California,136.0,105.0,38.785532,120.534398,36.761006,119.655019
El Dorado County,Gwinnett County,California,Georgia,12.0,20.0,38.785532,120.534398,33.959101,84.022938
El Dorado County,Hays County,California,Texas,17.0,19.0,38.785532,120.534398,30.061225,98.029267
El Dorado County,Honolulu County,California,Hawaii,10.0,17.0,38.785532,120.534398,21.461364,158.201976
El Dorado County,Humboldt County,California,California,89.0,66.0,38.785532,120.534398,40.706673,123.925818
El Dorado County,Kern County,California,California,19.0,28.0,38.785532,120.534398,35.346629,118.729506
El Dorado County,King County,California,Washington,15.0,25.0,38.785532,120.534398,47.493554,121.832375
El Dorado County,Knox County,California,Tennessee,4.0,6.0,38.785532,120.534398,35.992727,83.937721
El Dorado County,Lassen County,California,California,6.0,8.0,38.785532,120.534398,40.721089,120.629931
El Dorado County,Los Angeles County,California,California,146.0,99.0,38.785532,120.534398,34.196398,118.261862
El Dorado County,Maricopa County,California,Arizona,19.0,33.0,38.785532,120.534398,33.346541,112.495534
El Dorado County,Marin County,California,California,103.0,86.0,38.785532,120.534398,38.051817,122.745974
El Dorado County,Merced County,California,California,23.0,27.0,38.785532,120.534398,37.194806,120.722802
El Dorado County,Mono County,California,California,24.0,22.0,38.785532,120.534398,37.915836,118.875167
El Dorado County,Monterey County,California,California,50.0,65.0,38.785532,120.534398,36.240107,121.315573
El Dorado County,Napa County,California,California,86.0,87.0,38.785532,120.534398,38.507351,122.325995
El Dorado County,Nevada County,California,California,271.0,142.0,38.785532,120.534398,39.295191,120.773446
El Dorado County,Orange County,California,California,34.0,32.0,38.785532,120.534398,33.675687,117.777207
El Dorado County,Pennington County,California,South Dakota,1.0,6.0,38.785532,120.534398,44.002349,102.823802
El Dorado County,Pima County,California,Arizona,8.0,16.0,38.785532,120.534398,32.128237,111.783018
El Dorado County,Placer County,California,California,3788.0,494.0,38.785532,120.534398,39.062032,120.722718
El Dorado County,Riverside County,California,California,22.0,25.0,38.785532,120.534398,33.729828,116.002239
El Dorado County,Sacramento County,California,California,21424.0,970.0,38.785532,120.534398,38.450011,121.340441
El Dorado County,San Bernardino County,California,California,38.0,45.0,38.785532,120.534398,34.857220,116.181197
El Dorado County,San Diego County,California,California,12.0,18.0,38.785532,120.534398,33.023604,116.776117
El Dorado County,San Francisco County,California,California,300.0,117.0,38.785532,120.534398,37.727239,123.032229
El Dorado County,San Joaquin County,California,California,329.0,130.0,38.785532,120.534398,37.935034,121.272237
El Dorado County,San Mateo County,California,California,216.0,97.0,38.785532,120.534398,37.414664,122.371542
El Dorado County,Santa Clara County,California,California,486.0,142.0,38.785532,120.534398,37.220777,121.690622
El Dorado County,Santa Cruz County,California,California,24.0,35.0,38.785532,120.534398,37.012488,122.007205
El Dorado County,Shasta County,California,California,28.0,48.0,38.785532,120.534398,40.760522,122.043550
El Dorado County,Solano County,California,California,419.0,182.0,38.785532,120.534398,38.267226,121.939594
El Dorado County,Sonoma County,California,California,41.0,44.0,38.785532,120.534398,38.532574,122.945194
El Dorado County,Stanislaus County,California,California,2.0,4.0,38.785532,120.534398,37.562384,121.002656
El Dorado County,Suffolk County,California,Massachusetts,6.0,11.0,38.785532,120.534398,42.331960,71.020173
El Dorado County,Sutter County,California,California,41.0,36.0,38.785532,120.534398,39.035257,121.702758
El Dorado County,Tippecanoe County,California,Indiana,10.0,15.0,38.785532,120.534398,40.389260,86.893943
El Dorado County,Tuolumne County,California,California,18.0,30.0,38.785532,120.534398,38.021451,119.964708
El Dorado County,Ventura County,California,California,41.0,45.0,38.785532,120.534398,34.358742,119.133143
El Dorado County,Vernon Parish,California,Louisiana,21.0,32.0,38.785532,120.534398,,
El Dorado County,Washington County,California,Oregon,30.0,27.0,38.785532,120.534398,45.553542,123.097615
El Dorado County,Washoe County,California,Nevada,142.0,71.0,38.785532,120.534398,40.703311,119.710315
El Dorado County,Westchester County,California,New York,11.0,14.0,38.785532,120.534398,41.152770,73.745912
El Dorado County,Yolo County,California,California,1026.0,220.0,38.785532,120.534398,38.679268,121.903178
El Dorado County,Yuba County,California,California,70.0,57.0,38.785532,120.534398,39.270026,121.344280
El Paso County,Contra Costa County,Colorado,California,9.0,14.0,38.827383,104.527472,37.919479,121.951543
El Paso County,Imperial County,Texas,California,4.0,7.0,31.766403,106.241391,33.040816,115.355395
El Paso County,Los Angeles County,Colorado,California,91.0,62.0,38.827383,104.527472,34.196398,118.261862
El Paso County,Los Angeles County,Texas,California,74.0,65.0,31.766403,106.241391,34.196398,118.261862
El Paso County,Napa County,Colorado,California,7.0,14.0,38.827383,104.527472,38.507351,122.325995
El Paso County,Orange County,Colorado,California,6.0,11.0,38.827383,104.527472,33.675687,117.777207
El Paso County,Orange County,Texas,California,13.0,21.0,31.766403,106.241391,33.675687,117.777207
El Paso County,Riverside County,Colorado,California,19.0,30.0,38.827383,104.527472,33.729828,116.002239
El Paso County,San Bernardino County,Colorado,California,38.0,34.0,38.827383,104.527472,34.857220,116.181197
El Paso County,San Bernardino County,Texas,California,64.0,63.0,31.766403,106.241391,34.857220,116.181197
El Paso County,San Diego County,Texas,California,39.0,48.0,31.766403,106.241391,33.023604,116.776117
El Paso County,San Francisco County,Colorado,California,19.0,30.0,38.827383,104.527472,37.727239,123.032229
El Paso County,San Luis Obispo County,Texas,California,19.0,23.0,31.766403,106.241391,35.385227,120.447540
El Paso County,San Mateo County,Colorado,California,10.0,16.0,38.827383,104.527472,37.414664,122.371542
El Paso County,Santa Barbara County,Colorado,California,83.0,79.0,38.827383,104.527472,34.537378,120.038485
El Paso County,Santa Barbara County,Texas,California,29.0,35.0,31.766403,106.241391,34.537378,120.038485
El Paso County,Santa Clara County,Colorado,California,19.0,20.0,38.827383,104.527472,37.220777,121.690622
El Paso County,Solano County,Texas,California,46.0,75.0,31.766403,106.241391,38.267226,121.939594
El Paso County,Ventura County,Colorado,California,18.0,29.0,38.827383,104.527472,34.358742,119.133143
Elbert County,Kern County,Colorado,California,4.0,6.0,39.310817,104.117928,35.346629,118.729506
Elbert County,San Francisco County,Colorado,California,5.0,7.0,39.310817,104.117928,37.727239,123.032229
Elkhart County,Sacramento County,Indiana,California,10.0,16.0,41.600693,85.863986,38.450011,121.340441
Elmore County,Los Angeles County,Alabama,California,23.0,26.0,32.597229,86.142739,34.196398,118.261862
Elmore County,San Diego County,Alabama,California,22.0,27.0,32.597229,86.142739,33.023604,116.776117
Emery County,San Bernardino County,Utah,California,6.0,9.0,39.009028,110.721111,34.857220,116.181197
Emmet County,Riverside County,Michigan,California,3.0,4.0,45.590094,84.986822,33.729828,116.002239
Erath County,Los Angeles County,Texas,California,4.0,5.0,32.238136,98.222377,34.196398,118.261862
Erie County,Los Angeles County,New York,California,23.0,30.0,42.752759,78.778192,34.196398,118.261862
Erie County,Napa County,New York,California,7.0,11.0,42.752759,78.778192,38.507351,122.325995
Erie County,Orange County,New York,California,21.0,24.0,42.752759,78.778192,33.675687,117.777207
Erie County,Riverside County,New York,California,12.0,20.0,42.752759,78.778192,33.729828,116.002239
Erie County,Sacramento County,New York,California,10.0,16.0,42.752759,78.778192,38.450011,121.340441
Erie County,San Diego County,New York,California,10.0,17.0,42.752759,78.778192,33.023604,116.776117
Erie County,Santa Barbara County,New York,California,13.0,23.0,42.752759,78.778192,34.537378,120.038485
Escambia County,San Mateo County,Florida,California,15.0,28.0,30.611664,87.339040,37.414664,122.371542
Essex County,Alameda County,Massachusetts,California,31.0,50.0,42.642711,70.865107,37.648081,121.913304
Essex County,Los Angeles County,New Jersey,California,36.0,31.0,40.787217,74.246136,34.196398,118.261862
Essex County,Orange County,Massachusetts,California,51.0,43.0,42.642711,70.865107,33.675687,117.777207
Essex County,Riverside County,Massachusetts,California,15.0,23.0,42.642711,70.865107,33.729828,116.002239
Essex County,San Diego County,Massachusetts,California,9.0,13.0,42.642711,70.865107,33.023604,116.776117
Essex County,San Francisco County,Massachusetts,California,27.0,19.0,42.642711,70.865107,37.727239,123.032229
Essex County,San Francisco County,New Jersey,California,31.0,34.0,40.787217,74.246136,37.727239,123.032229
Essex County,Santa Clara County,Massachusetts,California,50.0,40.0,42.642711,70.865107,37.220777,121.690622
Essex County,Ventura County,Massachusetts,California,11.0,17.0,42.642711,70.865107,34.358742,119.133143
Etowah County,San Bernardino County,Alabama,California,1.0,4.0,34.047638,86.034420,34.857220,116.181197
Eureka County,Sacramento County,Nevada,California,5.0,8.0,39.977788,116.272208,38.450011,121.340441
Eureka County,Stanislaus County,Nevada,California,5.0,9.0,39.977788,116.272208,37.562384,121.002656
Fairfax County,Contra Costa County,Virginia,California,7.0,12.0,38.833743,77.276117,37.919479,121.951543
Fairfax County,Los Angeles County,Virginia,California,66.0,50.0,38.833743,77.276117,34.196398,118.261862
Fairfax County,Orange County,Virginia,California,37.0,33.0,38.833743,77.276117,33.675687,117.777207
Fairfax County,San Diego County,Virginia,California,13.0,18.0,38.833743,77.276117,33.023604,116.776117
Fairfax County,San Francisco County,Virginia,California,91.0,73.0,38.833743,77.276117,37.727239,123.032229
Fairfax County,San Mateo County,Virginia,California,20.0,31.0,38.833743,77.276117,37.414664,122.371542
Fairfax County,Santa Clara County,Virginia,California,9.0,15.0,38.833743,77.276117,37.220777,121.690622
Fairfax city,Los Angeles County,Virginia,California,13.0,20.0,,,34.196398,118.261862
Fairfield County,Alameda County,Connecticut,California,12.0,19.0,,,37.648081,121.913304
Fairfield County,Los Angeles County,Connecticut,California,140.0,85.0,,,34.196398,118.261862
Fairfield County,Merced County,Connecticut,California,10.0,15.0,,,37.194806,120.722802
Fairfield County,Monterey County,Connecticut,California,8.0,12.0,,,36.240107,121.315573
Fairfield County,Orange County,Connecticut,California,36.0,25.0,,,33.675687,117.777207
Fairfield County,San Diego County,Connecticut,California,9.0,16.0,,,33.023604,116.776117
Fairfield County,San Francisco County,Connecticut,California,30.0,31.0,,,37.727239,123.032229
Fairfield County,San Francisco County,Ohio,California,19.0,21.0,39.752935,82.628276,37.727239,123.032229
Fairfield County,San Joaquin County,Connecticut,California,9.0,14.0,,,37.935034,121.272237
Fairfield County,San Mateo County,Connecticut,California,16.0,25.0,,,37.414664,122.371542
Fairfield County,Santa Barbara County,Connecticut,California,10.0,15.0,,,34.537378,120.038485
Fairfield County,Santa Clara County,Connecticut,California,30.0,28.0,,,37.220777,121.690622
Fall River County,Los Angeles County,South Dakota,California,2.0,4.0,43.221504,103.512102,34.196398,118.261862
Faulkner County,Orange County,Arkansas,California,13.0,20.0,35.146356,92.324654,33.675687,117.777207
Faulkner County,San Diego County,Arkansas,California,65.0,103.0,35.146356,92.324654,33.023604,116.776117
Fauquier County,Napa County,Virginia,California,12.0,18.0,38.744103,77.821585,38.507351,122.325995
Fayette County,Los Angeles County,Georgia,California,11.0,17.0,33.412717,84.493941,34.196398,118.261862
Fayette County,Los Angeles County,Kentucky,California,45.0,63.0,38.040157,84.458443,34.196398,118.261862
Fayette County,San Diego County,Ohio,California,44.0,39.0,39.553845,83.459327,33.023604,116.776117
Fayette County,San Diego County,Pennsylvania,California,6.0,9.0,39.914115,79.644586,33.023604,116.776117
Fayette County,Santa Barbara County,Tennessee,California,22.0,35.0,35.196993,89.413803,34.537378,120.038485
Fergus County,San Joaquin County,Montana,California,8.0,13.0,47.222997,109.223280,37.935034,121.272237
Ferry County,Sonoma County,Washington,California,4.0,6.0,48.437246,118.517074,38.532574,122.945194
Flathead County,Los Angeles County,Montana,California,25.0,21.0,48.314696,114.054319,34.196398,118.261862
Flathead County,Orange County,Montana,California,2.0,3.0,48.314696,114.054319,33.675687,117.777207
Flathead County,Solano County,Montana,California,5.0,9.0,48.314696,114.054319,38.267226,121.939594
Florence County,Los Angeles County,South Carolina,California,8.0,15.0,34.028535,79.710233,34.196398,118.261862
Floyd County,Orange County,Indiana,California,7.0,10.0,38.317937,85.911474,33.675687,117.777207
Forest County,Los Angeles County,Wisconsin,California,3.0,5.0,45.666882,88.773225,34.196398,118.261862
Forest County,San Joaquin County,Wisconsin,California,3.0,4.0,45.666882,88.773225,37.935034,121.272237
